id,Вид услуги,Категория услуги,isFree
10553_101hotels,Банные услуги,Спа и отдых,0.0
10553_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
10553_101hotels,Без залога,Правила проживания,0.0
10553_101hotels,Беседка,Инфраструктура,0.0
10553_101hotels,Услуги библиотеки,Инфраструктура,0.0
10553_101hotels,Меры против covid-19,Профилактика covid-19,0.0
10553_101hotels,Прокат велосипеда,Услуги проката,0.0
10553_101hotels,Конные экскурсии,Экскурсии,0.0
10553_101hotels,Вид на озеро,Вид,0.0
10553_101hotels,Видеонаблюдение,Безопасность,0.0
10553_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
10553_101hotels,Карточка-ключ,Безопасность,0.0
10553_101hotels,Вызов такси,Услуги трансфера,0.0
10553_101hotels,Уборка,Профилактика covid-19,0.0
10553_101hotels,Дайвинг,Развлечения и спорт,0.0
10553_101hotels,Датчики дыма,Безопасность,0.0
10553_101hotels,,,0.0
10553_101hotels,Дезинфекция,Профилактика covid-19,0.0
10553_101hotels,Детская коляска,Удобства для детей,0.0
10553_101hotels,Детские развлечения,Развлечения для детей,0.0
10553_101hotels,Телевизор,Удобства в номерах,0.0
10553_101hotels,Завтрак,Питание,0.0
10553_101hotels,Для детей,Удобства для детей,0.0
10553_101hotels,Камера хранения,Инфраструктура,0.0
10553_101hotels,Конная экскурсия,Экскурсии,0.0
10553_101hotels,Охрана,Безопасность,0.0
10553_101hotels,Курение запрещено,Правила проживания,0.0
10553_101hotels,Места для курения,Инфраструктура,0.0
10553_101hotels,Микроволновая печь,Удобства в номерах,0.0
10553_101hotels,Безналичная оплата,Профилактика covid-19,0.0
10553_101hotels,Настольные игры,Развлечения и спорт,0.0
10553_101hotels,Номера для некурящих,Правила проживания,0.0
10553_101hotels,Номера для некурящих,Удобства в номерах,0.0
10553_101hotels,Лаундж,Инфраструктура,0.0
10553_101hotels,Огнетушители,Безопасность,0.0
10553_101hotels,Отопление,Удобства в номерах,0.0
10553_101hotels,Пешие экскурсии,Экскурсии,0.0
10553_101hotels,Аптечка,Медицинские услуги,0.0
10553_101hotels,Обслуживание номеров,Профилактика covid-19,0.0
10553_101hotels,Прачечные услуги,Бытовые услуги,0.0
10553_101hotels,Гладильные услуги,Бытовые услуги,0.0
10553_101hotels,Предоставление швейных принадлежностей,Бытовые услуги,0.0
10553_101hotels,Услуги регистрации иностранных граждан,Услуги для иностранных граждан,0.0
10553_101hotels,Рыбалка,Охота и рыбалка,0.0
10553_101hotels,Места отдыха,Инфраструктура,0.0
10553_101hotels,Безопасность,Безопасность,0.0
10553_101hotels,Диетическое меню,Питание,0.0
10553_101hotels,Обслуживание номеров,Бытовые услуги,0.0
10553_101hotels,Терраса,Спа и отдых,0.0
10553_101hotels,Услуги трансфера,Услуги трансфера,-1.0
10553_101hotels,Услуги трансфера,Услуги трансфера,0.0
10553_101hotels,Питание,Питание,0.0
10553_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
10553_101hotels,Факс,Услуги делового туризма,0.0
10553_101hotels,Экскурсии на исторический объект,Экскурсии,0.0
10553_101hotels,Чайный набор,Питание,0.0
10553_101hotels,Экскурсии,Экскурсии,0.0
10553_101hotels,Автопарковка,Парковка,0.0
10553_101hotels,Детская игровая площадка,Развлечения для детей,0.0
10553_101hotels,Аренда конференц-зала,,0.0
10553_101hotels,Фен,Удобства в номерах,0.0
10553_101hotels,Холодильник,Удобства в номерах,0.0
610848_101hotels,Ресторан,Питание,0.0
610848_101hotels,Бар,Питание,0.0
610848_101hotels,Вид на байкал,Вид,0.0
610848_101hotels,Доставка еды,Питание,0.0
610848_101hotels,Стойка регистрации,Правила проживания,0.0
610848_101hotels,Номера для некурящих,Правила проживания,0.0
610848_101hotels,Номера для некурящих,Удобства в номерах,0.0
610848_101hotels,Для детей,Удобства для детей,0.0
610848_101hotels,Терраса,Спа и отдых,0.0
610848_101hotels,Автопарковка,Парковка,0.0
658131_101hotels,Балкон,Удобства в номерах,0.0
658131_101hotels,Банкетный зал,Развлекательные программы,0.0
658131_101hotels,Банные услуги,Спа и отдых,0.0
658131_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
658131_101hotels,Видеонаблюдение,Безопасность,0.0
658131_101hotels,Водонагреватель,Удобства в номерах,0.0
658131_101hotels,Вызов такси,Услуги трансфера,0.0
658131_101hotels,Кулер,Удобства в номерах,0.0
658131_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
658131_101hotels,Обеденный стол,Питание,0.0
658131_101hotels,Отопление,Удобства в номерах,0.0
658131_101hotels,Прачечные услуги,Бытовые услуги,0.0
658131_101hotels,Гладильные услуги,Бытовые услуги,0.0
658131_101hotels,Для детей,Удобства для детей,0.0
658131_101hotels,Ванна,Спа и отдых,0.0
658131_101hotels,Телевизор,Удобства в номерах,0.0
658131_101hotels,Стиральная машина,Удобства в номерах,0.0
658131_101hotels,Услуги трансфера,Услуги трансфера,-1.0
658131_101hotels,Автопарковка,Парковка,0.0
658131_101hotels,Холодильник,Удобства в номерах,0.0
2270_101hotels,"Интернет, wi-fi",Интернет,0.0
2270_101hotels,Балкон,Удобства в номерах,0.0
2270_101hotels,Ресторан,Питание,0.0
2270_101hotels,Бар,Питание,0.0
2270_101hotels,Беседка,Инфраструктура,0.0
2270_101hotels,Вид на реку,Вид,0.0
2270_101hotels,Видеонаблюдение,Безопасность,0.0
2270_101hotels,Вызов такси,Услуги трансфера,0.0
2270_101hotels,Каток,Развлечения и спорт,0.0
2270_101hotels,Завтрак,Питание,0.0
2270_101hotels,Охрана,Безопасность,0.0
2270_101hotels,Стойка регистрации,Правила проживания,0.0
2270_101hotels,Курение запрещено,Правила проживания,0.0
2270_101hotels,Лифт,Удобства в номерах,0.0
2270_101hotels,Для детей,Удобства для детей,0.0
2270_101hotels,Концертные программы,Развлекательные программы,0.0
2270_101hotels,Номера для некурящих,Правила проживания,0.0
2270_101hotels,Номера для некурящих,Удобства в номерах,0.0
2270_101hotels,Отопление,Удобства в номерах,0.0
2270_101hotels,Будильник,Бытовые услуги,0.0
2270_101hotels,Аптечка,Медицинские услуги,0.0
2270_101hotels,Прачечные услуги,Бытовые услуги,0.0
2270_101hotels,Гладильные услуги,Бытовые услуги,0.0
2270_101hotels,Ванна,Спа и отдых,0.0
2270_101hotels,Тюбинг,Развлечения и спорт,0.0
2270_101hotels,Футбольное поле,Развлечения и спорт,0.0
2270_101hotels,Автопарковка,Парковка,0.0
2270_101hotels,Прочие услуги,Удобства в номерах,0.0
2270_101hotels,Аренда конференц-зала,,0.0
2270_101hotels,Бассейн,Спа и отдых,0.0
33872_101hotels,"Интернет, wi-fi",Интернет,0.0
33872_101hotels,Антисептик,Профилактика covid-19,0.0
33872_101hotels,Ресторан,Питание,0.0
33872_101hotels,Бар,Питание,0.0
33872_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
33872_101hotels,Меры против covid-19,Профилактика covid-19,0.0
33872_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
33872_101hotels,Дезинфекция,Профилактика covid-19,0.0
33872_101hotels,Доставка еды,Питание,0.0
33872_101hotels,Доставка еды,Профилактика covid-19,0.0
33872_101hotels,Обслуживание номеров,Бытовые услуги,0.0
33872_101hotels,Телевизор,Удобства в номерах,0.0
33872_101hotels,Звукоизолированные номера,Удобства в номерах,0.0
33872_101hotels,Детская игровая площадка,Развлечения для детей,0.0
33872_101hotels,Рыбалка,Охота и рыбалка,0.0
33872_101hotels,Стойка регистрации,Правила проживания,0.0
33872_101hotels,Курение запрещено,Правила проживания,0.0
33872_101hotels,Места для курения,Инфраструктура,0.0
33872_101hotels,Безналичная оплата,Профилактика covid-19,0.0
33872_101hotels,Настольные игры,Развлечения и спорт,0.0
33872_101hotels,Номера для некурящих,Правила проживания,0.0
33872_101hotels,Номера для некурящих,Удобства в номерах,0.0
33872_101hotels,Лаундж,Инфраструктура,0.0
33872_101hotels,В лесу,Вид,0.0
33872_101hotels,Отопление,Удобства в номерах,0.0
33872_101hotels,Пешие экскурсии,Экскурсии,0.0
33872_101hotels,Аптечка,Медицинские услуги,0.0
33872_101hotels,Для детей,Удобства для детей,0.0
33872_101hotels,Безопасность,Безопасность,0.0
33872_101hotels,Терраса,Спа и отдых,0.0
33872_101hotels,Чайный набор,Питание,0.0
33872_101hotels,Автопарковка,Парковка,0.0
33872_101hotels,Аренда конференц-зала,,0.0
33872_101hotels,Детское меню,Питание,0.0
33872_101hotels,Детское меню,Удобства для детей,0.0
33872_101hotels,Спа услуги,Спа и отдых,0.0
33872_101hotels,Фен,Удобства в номерах,0.0
15486_101hotels,"Интернет, wi-fi",Интернет,0.0
15486_101hotels,Вид на байкал,Вид,0.0
15486_101hotels,Видеонаблюдение,Безопасность,0.0
15486_101hotels,Датчики дыма,Безопасность,0.0
15486_101hotels,Телевизор,Удобства в номерах,0.0
15486_101hotels,,,0.0
15486_101hotels,Камера хранения,Инфраструктура,0.0
15486_101hotels,Стойка регистрации,Правила проживания,0.0
15486_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
15486_101hotels,Номера для некурящих,Правила проживания,0.0
15486_101hotels,Номера для некурящих,Удобства в номерах,0.0
15486_101hotels,Огнетушители,Безопасность,0.0
15486_101hotels,Отопление,Удобства в номерах,0.0
15486_101hotels,Охрана,Безопасность,0.0
15486_101hotels,Прачечные услуги,Бытовые услуги,0.0
15486_101hotels,Терраса,Спа и отдых,0.0
15486_101hotels,Услуги трансфера,Услуги трансфера,-1.0
15486_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
15486_101hotels,Чайный набор,Питание,0.0
15486_101hotels,Автопарковка,Парковка,0.0
15486_101hotels,Прочие услуги,Удобства в номерах,0.0
15486_101hotels,Аренда конференц-зала,,0.0
15486_101hotels,Фен,Удобства в номерах,0.0
15486_101hotels,Холодильник,Удобства в номерах,0.0
422965_101hotels,"Интернет, wi-fi",Интернет,0.0
422965_101hotels,Антисептик,Профилактика covid-19,0.0
422965_101hotels,Дезинфекция,Профилактика covid-19,0.0
422965_101hotels,Охрана,Безопасность,0.0
422965_101hotels,Для детей,Удобства для детей,0.0
422965_101hotels,Безопасность,Безопасность,0.0
422965_101hotels,Автопарковка,Парковка,0.0
422965_101hotels,Размещение с домашними животными,Правила проживания,0.0
665625_101hotels,Прокат бадминтона,Услуги проката,0.0
665625_101hotels,Ресторан,Питание,0.0
665625_101hotels,Бар,Питание,0.0
665625_101hotels,Батутный центр,Развлечения и спорт,0.0
665625_101hotels,Без залога,Правила проживания,0.0
665625_101hotels,Разрешено проведение мероприятий,Правила проживания,0.0
665625_101hotels,Качели,Развлечения и спорт,0.0
665625_101hotels,Купание в проруби,Развлечения и спорт,0.0
665625_101hotels,Для детей,Удобства для детей,0.0
665625_101hotels,Прокат лошадей,Услуги проката,0.0
665625_101hotels,Прокат спортивного инвентаря,Услуги проката,0.0
17152_101hotels,"Интернет, wi-fi",Интернет,0.0
17152_101hotels,Услуги библиотеки,Инфраструктура,0.0
17152_101hotels,Конные экскурсии,Экскурсии,0.0
17152_101hotels,Доставка еды,Питание,0.0
17152_101hotels,Обслуживание номеров,Бытовые услуги,0.0
17152_101hotels,Телевизор,Удобства в номерах,0.0
17152_101hotels,Завтрак,Питание,0.0
17152_101hotels,Продажа билетов,Услуги для иностранных граждан,0.0
17152_101hotels,Детская игровая площадка,Развлечения для детей,0.0
17152_101hotels,,,0.0
17152_101hotels,Стойка регистрации,Правила проживания,0.0
17152_101hotels,Массаж,Спа и отдых,0.0
17152_101hotels,Места для курения,Инфраструктура,0.0
17152_101hotels,Настольные игры,Развлечения и спорт,0.0
17152_101hotels,Номера для некурящих,Правила проживания,0.0
17152_101hotels,Номера для некурящих,Удобства в номерах,0.0
17152_101hotels,Общая кухня,Питание,0.0
17152_101hotels,Лаундж,Инфраструктура,0.0
17152_101hotels,Отопление,Удобства в номерах,0.0
17152_101hotels,Салон красоты,Спа и отдых,0.0
17152_101hotels,Пешие экскурсии,Экскурсии,0.0
17152_101hotels,Прокат автомобилей,Услуги проката,0.0
17152_101hotels,Услуги трансфера,Услуги трансфера,-1.0
17152_101hotels,Факс,Услуги делового туризма,0.0
17152_101hotels,Автопарковка,Парковка,0.0
17152_101hotels,Чайный набор,Питание,0.0
17152_101hotels,Размещение с домашними животными,Правила проживания,0.0
17152_101hotels,Магазин сувенирной продукции,Инфраструктура,0.0
17152_101hotels,Спа услуги,Спа и отдых,0.0
17152_101hotels,Холодильник,Удобства в номерах,0.0
219_101hotels,"Интернет, wi-fi",Интернет,0.0
219_101hotels,Антисептик,Профилактика covid-19,0.0
219_101hotels,Ресторан,Питание,0.0
219_101hotels,Бар,Питание,0.0
219_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
219_101hotels,Меры против covid-19,Профилактика covid-19,0.0
219_101hotels,Видеонаблюдение,Безопасность,0.0
219_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
219_101hotels,Уборка,Профилактика covid-19,0.0
219_101hotels,Датчики дыма,Безопасность,0.0
219_101hotels,Дезинфекция,Профилактика covid-19,0.0
219_101hotels,Доставка еды,Питание,0.0
219_101hotels,Обслуживание номеров,Бытовые услуги,0.0
219_101hotels,Телевизор,Удобства в номерах,0.0
219_101hotels,Завтрак,Питание,0.0
219_101hotels,Камера хранения,Инфраструктура,0.0
219_101hotels,Охрана,Безопасность,0.0
219_101hotels,Стойка регистрации,Правила проживания,0.0
219_101hotels,Курение запрещено,Правила проживания,0.0
219_101hotels,Безналичная оплата,Профилактика covid-19,0.0
219_101hotels,Номера для некурящих,Правила проживания,0.0
219_101hotels,Номера для некурящих,Удобства в номерах,0.0
219_101hotels,Огнетушители,Безопасность,0.0
219_101hotels,Отопление,Удобства в номерах,0.0
219_101hotels,Пешие экскурсии,Экскурсии,0.0
219_101hotels,Аптечка,Медицинские услуги,0.0
219_101hotels,Прачечные услуги,Бытовые услуги,0.0
219_101hotels,Гладильные услуги,Бытовые услуги,0.0
219_101hotels,Для детей,Удобства для детей,0.0
219_101hotels,Безопасность,Безопасность,0.0
219_101hotels,Терраса,Спа и отдых,0.0
219_101hotels,Услуги трансфера,Услуги трансфера,-1.0
219_101hotels,Питание,Питание,0.0
219_101hotels,Услуги консьержа,Бытовые услуги,0.0
219_101hotels,Факс,Услуги делового туризма,0.0
219_101hotels,Тренажерный зал,Развлечения и спорт,0.0
219_101hotels,Чайный набор,Питание,0.0
219_101hotels,Автопарковка,Парковка,0.0
219_101hotels,Прочие услуги,Удобства в номерах,0.0
219_101hotels,Бильярд,Развлечения и спорт,0.0
219_101hotels,Кондиционер,Удобства в номерах,0.0
219_101hotels,Бассейн,Спа и отдых,0.0
219_101hotels,Аренда конференц-зала,,0.0
219_101hotels,Сейф,Безопасность,0.0
219_101hotels,Детское меню,Питание,0.0
219_101hotels,Детское меню,Удобства для детей,0.0
219_101hotels,Спа услуги,Спа и отдых,0.0
219_101hotels,Фен,Удобства в номерах,0.0
219_101hotels,Холодильник,Удобства в номерах,0.0
9142_101hotels,,,0.0
9142_101hotels,"Интернет, wi-fi",Интернет,0.0
9142_101hotels,Ресторан,Питание,0.0
9142_101hotels,Бар,Питание,0.0
9142_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
9142_101hotels,Прокат велосипеда,Услуги проката,0.0
9142_101hotels,Конные экскурсии,Экскурсии,0.0
9142_101hotels,Вызов такси,Услуги трансфера,0.0
9142_101hotels,Дайвинг,Развлечения и спорт,0.0
9142_101hotels,Детские развлечения,Развлечения для детей,0.0
9142_101hotels,Доставка еды,Питание,0.0
9142_101hotels,Обслуживание номеров,Бытовые услуги,0.0
9142_101hotels,Телевизор,Удобства в номерах,0.0
9142_101hotels,Завтрак,Питание,0.0
9142_101hotels,Для детей,Удобства для детей,0.0
9142_101hotels,Спортивные площадки,Инфраструктура,0.0
9142_101hotels,Детская игровая площадка,Развлечения для детей,0.0
9142_101hotels,Стойка регистрации,Правила проживания,0.0
9142_101hotels,Курение запрещено,Правила проживания,0.0
9142_101hotels,Массаж,Спа и отдых,0.0
9142_101hotels,Места для курения,Инфраструктура,0.0
9142_101hotels,Настольные игры,Развлечения и спорт,0.0
9142_101hotels,Номера для некурящих,Правила проживания,0.0
9142_101hotels,Номера для некурящих,Удобства в номерах,0.0
9142_101hotels,Отопление,Удобства в номерах,0.0
9142_101hotels,Пешие экскурсии,Экскурсии,0.0
9142_101hotels,Будильник,Бытовые услуги,0.0
9142_101hotels,Прачечные услуги,Бытовые услуги,0.0
9142_101hotels,Гладильные услуги,Бытовые услуги,0.0
9142_101hotels,Рыбалка,Охота и рыбалка,0.0
9142_101hotels,Диетическое меню,Питание,0.0
9142_101hotels,Терраса,Спа и отдых,0.0
9142_101hotels,Услуги трансфера,Услуги трансфера,-1.0
9142_101hotels,Для людей с ограниченными возможностями,Удобства в номерах,0.0
9142_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
9142_101hotels,Факс,Услуги делового туризма,0.0
9142_101hotels,Автопарковка,Парковка,0.0
9142_101hotels,Экскурсии,Экскурсии,0.0
9142_101hotels,Бильярд,Развлечения и спорт,0.0
9142_101hotels,Кондиционер,Удобства в номерах,0.0
9142_101hotels,Аренда конференц-зала,,0.0
9142_101hotels,Сейф,Безопасность,0.0
9142_101hotels,Детское меню,Питание,0.0
9142_101hotels,Детское меню,Удобства для детей,0.0
9142_101hotels,Магазин сувенирной продукции,Инфраструктура,0.0
9142_101hotels,Спа услуги,Спа и отдых,0.0
9142_101hotels,Пляж,Инфраструктура,0.0
11152_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
11152_101hotels,Прокат велосипеда,Услуги проката,0.0
11152_101hotels,Телевизор,Удобства в номерах,0.0
11152_101hotels,,,0.0
11152_101hotels,Места для курения,Инфраструктура,0.0
11152_101hotels,Настольные игры,Развлечения и спорт,0.0
11152_101hotels,Номера для некурящих,Правила проживания,0.0
11152_101hotels,Номера для некурящих,Удобства в номерах,0.0
11152_101hotels,Общая кухня,Питание,0.0
11152_101hotels,Лаундж,Инфраструктура,0.0
11152_101hotels,Огнетушители,Безопасность,0.0
11152_101hotels,Отопление,Удобства в номерах,0.0
11152_101hotels,Пешие экскурсии,Экскурсии,0.0
11152_101hotels,Для детей,Удобства для детей,0.0
11152_101hotels,Терраса,Спа и отдых,0.0
11152_101hotels,Услуги трансфера,Услуги трансфера,-1.0
11152_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
11152_101hotels,Экскурсии на исторический объект,Экскурсии,0.0
11152_101hotels,Чайный набор,Питание,0.0
11152_101hotels,Автопарковка,Парковка,0.0
11152_101hotels,Детская игровая площадка,Развлечения для детей,0.0
11152_101hotels,Размещение с домашними животными,Правила проживания,0.0
11152_101hotels,Спа услуги,Спа и отдых,0.0
11152_101hotels,Холодильник,Удобства в номерах,0.0
378615_101hotels,"Интернет, wi-fi",Интернет,0.0
378615_101hotels,Доставка еды,Питание,0.0
378615_101hotels,Обслуживание номеров,Бытовые услуги,0.0
378615_101hotels,,,0.0
378615_101hotels,Стойка регистрации,Правила проживания,0.0
378615_101hotels,Курение запрещено,Правила проживания,0.0
378615_101hotels,Магазины,Инфраструктура,0.0
378615_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
378615_101hotels,Автопарковка,Парковка,0.0
71398_101hotels,Антисептик,Профилактика covid-19,0.0
71398_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
71398_101hotels,Меры против covid-19,Профилактика covid-19,0.0
71398_101hotels,Прокат велосипеда,Услуги проката,0.0
71398_101hotels,Обслуживание номеров,Профилактика covid-19,0.0
71398_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
71398_101hotels,Уборка,Профилактика covid-19,0.0
71398_101hotels,Дезинфекция,Профилактика covid-19,0.0
71398_101hotels,Доставка еды,Питание,0.0
71398_101hotels,Обслуживание номеров,Бытовые услуги,0.0
71398_101hotels,Телевизор,Удобства в номерах,0.0
71398_101hotels,Запирающиеся шкафчики,Безопасность,0.0
71398_101hotels,Для детей,Удобства для детей,0.0
71398_101hotels,,,0.0
71398_101hotels,Камера хранения,Инфраструктура,0.0
71398_101hotels,Охрана,Безопасность,0.0
71398_101hotels,Стойка регистрации,Правила проживания,0.0
71398_101hotels,Места для курения,Инфраструктура,0.0
71398_101hotels,Безналичная оплата,Профилактика covid-19,0.0
71398_101hotels,Настольные игры,Развлечения и спорт,0.0
71398_101hotels,Номера для некурящих,Правила проживания,0.0
71398_101hotels,Номера для некурящих,Удобства в номерах,0.0
71398_101hotels,Общая кухня,Питание,0.0
71398_101hotels,Лаундж,Инфраструктура,0.0
71398_101hotels,Огнетушители,Безопасность,0.0
71398_101hotels,Отопление,Удобства в номерах,0.0
71398_101hotels,Автопарковка,Парковка,0.0
71398_101hotels,Первая береговая линия,Инфраструктура,0.0
71398_101hotels,Пешие экскурсии,Экскурсии,0.0
71398_101hotels,Удобства для пляжа,Удобства в номерах,0.0
71398_101hotels,Аптечка,Медицинские услуги,0.0
71398_101hotels,Прачечные услуги,Бытовые услуги,0.0
71398_101hotels,Бесконтактный заезд и отъезд,Профилактика covid-19,0.0
71398_101hotels,Рыбалка,Охота и рыбалка,0.0
71398_101hotels,Сад,Инфраструктура,0.0
71398_101hotels,Безопасность,Безопасность,0.0
71398_101hotels,Терраса,Спа и отдых,0.0
71398_101hotels,Услуги трансфера,Услуги трансфера,-1.0
71398_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
71398_101hotels,Экскурсии,Экскурсии,0.0
71398_101hotels,Чайный набор,Питание,0.0
71398_101hotels,Размещение с домашними животными,Правила проживания,0.0
71398_101hotels,Спа услуги,Спа и отдых,0.0
71398_101hotels,Фен,Удобства в номерах,0.0
71398_101hotels,Пляж,Инфраструктура,0.0
71398_101hotels,Холодильник,Удобства в номерах,0.0
10532_101hotels,"Интернет, wi-fi",Интернет,0.0
10532_101hotels,Банные услуги,Спа и отдых,0.0
10532_101hotels,Ресторан,Питание,0.0
10532_101hotels,Бар,Питание,0.0
10532_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
10532_101hotels,Дартс,Развлечения и спорт,0.0
10532_101hotels,Детские развлечения,Развлечения для детей,0.0
10532_101hotels,Доставка еды,Питание,0.0
10532_101hotels,Обслуживание номеров,Бытовые услуги,0.0
10532_101hotels,Телевизор,Удобства в номерах,0.0
10532_101hotels,Завтрак,Питание,0.0
10532_101hotels,Спортивные площадки,Инфраструктура,0.0
10532_101hotels,Детская игровая площадка,Развлечения для детей,0.0
10532_101hotels,,,0.0
10532_101hotels,Камера хранения,Инфраструктура,0.0
10532_101hotels,Курение запрещено,Правила проживания,0.0
10532_101hotels,Места для курения,Инфраструктура,0.0
10532_101hotels,Настольные игры,Развлечения и спорт,0.0
10532_101hotels,Номера для некурящих,Правила проживания,0.0
10532_101hotels,Номера для некурящих,Удобства в номерах,0.0
10532_101hotels,Лаундж,Инфраструктура,0.0
10532_101hotels,Отопление,Удобства в номерах,0.0
10532_101hotels,Пешие экскурсии,Экскурсии,0.0
10532_101hotels,Прачечные услуги,Бытовые услуги,0.0
10532_101hotels,Гладильные услуги,Бытовые услуги,0.0
10532_101hotels,Прокат велосипеда,Услуги проката,1.0
10532_101hotels,Диетическое меню,Питание,0.0
10532_101hotels,Терраса,Спа и отдых,0.0
10532_101hotels,Услуги трансфера,Услуги трансфера,-1.0
10532_101hotels,Питание,Питание,0.0
10532_101hotels,Факс,Услуги делового туризма,0.0
10532_101hotels,Автопарковка,Парковка,0.0
10532_101hotels,Экскурсии,Экскурсии,0.0
10532_101hotels,Чайный набор,Питание,0.0
10532_101hotels,Бильярд,Развлечения и спорт,0.0
10532_101hotels,Аренда конференц-зала,,0.0
10532_101hotels,Сейф,Безопасность,0.0
10532_101hotels,Детское меню,Питание,0.0
10532_101hotels,Детское меню,Удобства для детей,0.0
10532_101hotels,Магазин сувенирной продукции,Инфраструктура,0.0
10532_101hotels,Спа услуги,Спа и отдых,0.0
11155_101hotels,Места для курения,Инфраструктура,0.0
11155_101hotels,Терраса,Спа и отдых,0.0
11155_101hotels,Автопарковка,Парковка,0.0
11155_101hotels,Прокат велосипеда,Услуги проката,0.0
11155_101hotels,Холодильник,Удобства в номерах,0.0
642404_101hotels,"Интернет, wi-fi",Интернет,0.0
642404_101hotels,Антисептик,Профилактика covid-19,0.0
642404_101hotels,Ресторан,Питание,0.0
642404_101hotels,Бар,Питание,0.0
642404_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
642404_101hotels,Меры против covid-19,Профилактика covid-19,0.0
642404_101hotels,Экскурсия на велосипедах,Экскурсии,0.0
642404_101hotels,Прокат велосипеда,Услуги проката,0.0
642404_101hotels,Кино,Развлечения и спорт,0.0
642404_101hotels,Видеонаблюдение,Безопасность,0.0
642404_101hotels,Виндсерфинг,Развлечения и спорт,0.0
642404_101hotels,Выставка,Развлечения и спорт,0.0
642404_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
642404_101hotels,Уборка,Профилактика covid-19,0.0
642404_101hotels,Датчики дыма,Безопасность,0.0
642404_101hotels,Дезинфекция,Профилактика covid-19,0.0
642404_101hotels,Доставка еды,Питание,0.0
642404_101hotels,Доставка еды,Профилактика covid-19,0.0
642404_101hotels,Медицинские услуги,Медицинские услуги,0.0
642404_101hotels,Завтрак,Питание,0.0
642404_101hotels,Для детей,Удобства для детей,0.0
642404_101hotels,Звукоизолированные номера,Удобства в номерах,0.0
642404_101hotels,Спортивные площадки,Инфраструктура,0.0
642404_101hotels,Детская игровая площадка,Развлечения для детей,0.0
642404_101hotels,,,0.0
642404_101hotels,Караоке,Развлечения и спорт,0.0
642404_101hotels,Катание на лыжах,Развлечения и спорт,0.0
642404_101hotels,Охрана,Безопасность,0.0
642404_101hotels,Стойка регистрации,Правила проживания,0.0
642404_101hotels,Кулинарный мастеркласс,Развлечения и спорт,0.0
642404_101hotels,Места для курения,Инфраструктура,0.0
642404_101hotels,Место для лыж,Инфраструктура,0.0
642404_101hotels,Безналичная оплата,Профилактика covid-19,0.0
642404_101hotels,Настольные игры,Развлечения и спорт,0.0
642404_101hotels,Номера для некурящих,Правила проживания,0.0
642404_101hotels,Номера для некурящих,Удобства в номерах,0.0
642404_101hotels,Дайвинг,Развлечения и спорт,0.0
642404_101hotels,Обмен валюты,Услуги для иностранных граждан,0.0
642404_101hotels,Прокат водного инвентаря,Услуги проката,0.0
642404_101hotels,Телевизор,Удобства в номерах,0.0
642404_101hotels,Лаундж,Инфраструктура,0.0
642404_101hotels,Огнетушители,Безопасность,0.0
642404_101hotels,Отопление,Удобства в номерах,0.0
642404_101hotels,Первая береговая линия,Инфраструктура,0.0
642404_101hotels,Пешие экскурсии,Экскурсии,0.0
642404_101hotels,Удобства для пляжа,Удобства в номерах,0.0
642404_101hotels,Аптечка,Медицинские услуги,0.0
642404_101hotels,Обслуживание номеров,Профилактика covid-19,0.0
642404_101hotels,Прачечные услуги,Бытовые услуги,0.0
642404_101hotels,Гладильные услуги,Бытовые услуги,0.0
642404_101hotels,Бесконтактный заезд и отъезд,Профилактика covid-19,0.0
642404_101hotels,Прокат автомобилей,Услуги проката,0.0
642404_101hotels,Прокат горнолыжного инвентаря,Услуги проката,0.0
642404_101hotels,Прямая трансляция спортивных мероприятий,Развлечения и спорт,0.0
642404_101hotels,Рыбалка,Охота и рыбалка,0.0
642404_101hotels,Сад,Инфраструктура,0.0
642404_101hotels,Безопасность,Безопасность,0.0
642404_101hotels,Диетическое меню,Питание,0.0
642404_101hotels,Концертные программы,Развлекательные программы,0.0
642404_101hotels,Обслуживание номеров,Бытовые услуги,0.0
642404_101hotels,Тематический ужин,Развлекательные программы,0.0
642404_101hotels,Теннисный корт,Развлечения и спорт,0.0
